OrderID,Location,Item,Total Amount,Weekday Classification,Meal Time,Order Time,Food Preparation time,Driver Assign Time,Food Delivery Time,Standard Preparation time,Standard Driver Assign Time,Standard Delivery Time,Variance % Preparartion Time,Variance % Assign Time,Variance % Delivery Time,Preparation time,Assign Time,Delivery Time,Overall Remarks,Major Issuses,,
OD0036,Marathahalli,Samosa,20,Weekend,Evening,Non-Peak Time,14,2,12,10,2,10,40.00%,0.00%,20.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0527,Jayanagar,Puri Bhaji,300,Weekend,Morning,Peak time,37,2,20,15,2,12,146.67%,0.00%,66.67%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1989,Jayanagar,Chole Bhature,400,Weekend,Evening,Non-Peak Time,27,2,13,22,2,12,22.73%,0.00%,8.33%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Preparation time,,
OD0453,Marathahalli,Chicken Tikka,355,Weekday,Evening,Non-Peak Time,59,2,18,10,2,10,490.00%,0.00%,80.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0261,Koramangala,Pav Bhaji,300,Weekday,Evening,Non-Peak Time,22,2,14,20,2,10,10.00%,0.00%,40.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD1470,Jayanagar,Noodles,250,Weekend,Night,Peak time,48,16,48,10,2,12,380.00%,700.00%,300.00%,Immediate Attention,Immediate Attention,Immediate Attention,Risk,"Preparation time,Assign Time,Delivery Time",,
OD0037,MG Road,Fish Curry,190,Weekend,Night,Peak time,27,2,35,15,2,20,80.00%,0.00%,75.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1919,Jayanagar,Paneer Paratha,320,Weekend,Morning,Peak time,60,2,41,18,2,12,233.33%,0.00%,241.67%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0317,Marathahalli,Poha,150,Weekday,Morning,Peak time,58,3,15,15,2,10,286.67%,50.00%,50.00%,Immediate Attention,Delayed,Delayed,Risk,Preparation time,,
OD1471,HSR Layout,Ghee Upma,198,Weekend,Morning,Non-Peak Time,34,2,11,18,2,20,88.89%,0.00%,-45.00%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD1653,Indiranagar,Paneer Tikka,180,Weekday,Noon,Non-Peak Time,60,2,15,21,2,15,185.71%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD0994,Jayanagar,Aloo Paratha,110,Weekend,Morning,Non-Peak Time,55,2,13,10,2,12,450.00%,0.00%,8.33%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1920,Indiranagar,Idli,130,Weekend,Morning,Peak time,30,6,39,15,2,15,100.00%,200.00%,160.00%,Delayed,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD1733,Malleswaram,Puri Bhaji,150,Weekday,Morning,Peak time,44,2,30,15,2,10,193.33%,0.00%,200.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1472,Marathahalli,Paneer Tikka,180,Weekend,Noon,Non-Peak Time,34,2,12,21,2,10,61.90%,0.00%,20.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1318,MG Road,Chole Bhature,400,Weekday,Morning,Peak time,11,2,72,22,2,20,-50.00%,0.00%,260.00%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1199,Marathahalli,Chicken Tikka,355,Weekday,Noon,Non-Peak Time,25,2,15,10,2,10,150.00%,0.00%,50.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1118,Whitefield,Butter Naan,160,Weekend,Evening,Peak time,35,2,56,10,2,15,250.00%,0.00%,273.33%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1990,Indiranagar,Paneer Paratha,320,Weekend,Morning,Non-Peak Time,32,2,11,18,2,15,77.78%,0.00%,-26.67%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0107,Jayanagar,Poha,75,Weekend,Morning,Peak time,56,2,14,15,2,12,273.33%,0.00%,16.67%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0867,Malleswaram,Burger,210,Weekday,Night,Non-Peak Time,35,3,11,16,2,10,118.75%,50.00%,10.00%,Delayed,Delayed,Slight Delay,"Preparation time,Assign Time",Preparation time,,
OD1654,Malleswaram,Idli,65,Weekday,Morning,Peak time,44,2,17,15,2,10,193.33%,0.00%,70.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0186,BTM Layout,Paneer Tikka,180,Weekend,Evening,Non-Peak Time,52,2,13,21,2,15,147.62%,0.00%,-13.33%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD1853,Malleswaram,Hakka Noodles,260,Weekday,Evening,Non-Peak Time,34,4,11,16,2,10,112.50%,100.00%,10.00%,Delayed,Delayed,Slight Delay,"Preparation time,Assign Time",Preparation time,,
OD0868,Indiranagar,Hakka Noodles,260,Weekday,Night,Non-Peak Time,23,2,15,16,2,15,43.75%,0.00%,0.00%,Delayed,On Time,On Time,Preparation time,Preparation time,,
OD0318,HSR Layout,Noodles,250,Weekday,Evening,Non-Peak Time,19,2,19,10,2,20,90.00%,0.00%,-5.00%,Delayed,On Time,Before Time,Preparation time,Preparation time,,
OD0733,Marathahalli,Aloo Paratha,330,Weekday,Morning,Peak time,55,2,22,10,2,10,450.00%,0.00%,120.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0187,Whitefield,Idli,130,Weekend,Morning,Non-Peak Time,43,2,16,15,2,15,186.67%,0.00%,6.67%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1991,BTM Layout,Pasta,500,Weekend,Evening,Peak time,43,2,39,29,2,15,48.28%,0.00%,160.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1789,Jayanagar,Puri Bhaji,450,Weekday,Morning,Peak time,81,2,75,15,2,12,440.00%,0.00%,525.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1854,Koramangala,Fish Curry,190,Weekday,Noon,Non-Peak Time,24,2,14,15,2,10,60.00%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1921,Koramangala,Chole Bhature,600,Weekend,Morning,Non-Peak Time,50,1,14,22,2,10,127.27%,-50.00%,40.00%,Delayed,Way Before Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1120,BTM Layout,Hakka Noodles,260,Weekend,Evening,Non-Peak Time,27,2,11,16,2,15,68.75%,0.00%,-26.67%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0799,Marathahalli,Butter Naan,160,Weekday,Evening,Non-Peak Time,35,2,30,10,2,10,250.00%,0.00%,200.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0934,Jayanagar,Masala Dosa,120,Weekday,Noon,Non-Peak Time,49,2,12,12,2,12,308.33%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD0663,BTM Layout,Chicken Tikka,355,Weekend,Night,Peak time,18,14,28,10,2,15,80.00%,600.00%,86.67%,Delayed,Immediate Attention,Delayed,Risk,Assign Time,,
OD0379,BTM Layout,Noodles,250,Weekday,Night,Peak time,43,6,11,10,2,15,330.00%,200.00%,-26.67%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD1319,Whitefield,Aloo Paratha,330,Weekday,Morning,Non-Peak Time,27,1,11,10,2,15,170.00%,-50.00%,-26.67%,Immediate Attention,Way Before Time,Way Before Time,Risk,Preparation time,,
OD0935,BTM Layout,Burger,210,Weekday,Evening,Non-Peak Time,58,2,11,16,2,15,262.50%,0.00%,-26.67%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0734,Koramangala,Puri Bhaji,150,Weekday,Morning,Non-Peak Time,42,2,13,15,2,10,180.00%,0.00%,30.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0735,Whitefield,Chole Bhature,800,Weekday,Morning,Peak time,14,13,52,22,2,15,-36.36%,550.00%,246.67%,Way Before Time,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD1923,HSR Layout,Paneer Tikka,720,Weekend,Evening,Non-Peak Time,33,2,14,21,2,20,57.14%,0.00%,-30.00%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0995,Malleswaram,Fried Rice,500,Weekend,Night,Peak time,41,14,10,20,2,10,105.00%,600.00%,0.00%,Delayed,Immediate Attention,On Time,Risk,Assign Time,,
OD0108,Brigade Road,Sushi,350,Weekend,Evening,Peak time,41,2,42,26,2,22,57.69%,0.00%,90.91%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD1855,Jayanagar,Poha,300,Weekday,Morning,Peak time,42,1,72,15,2,12,180.00%,-50.00%,500.00%,Immediate Attention,Way Before Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0188,Koramangala,Pav Bhaji,450,Weekend,Evening,Peak time,64,2,12,20,2,10,220.00%,0.00%,20.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0319,Marathahalli,Butter Chicken,945,Weekday,Night,Non-Peak Time,21,2,29,15,2,10,40.00%,0.00%,190.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0189,BTM Layout,Chicken Tikka,355,Weekend,Night,Peak time,44,5,37,10,2,15,340.00%,150.00%,146.67%,Immediate Attention,Immediate Attention,Delayed,Risk,"Preparation time,Assign Time",,
OD0264,Koramangala,Idli,130,Weekday,Morning,Non-Peak Time,48,6,14,15,2,10,220.00%,200.00%,40.00%,Immediate Attention,Immediate Attention,Delayed,Risk,"Preparation time,Assign Time",,
OD0800,Marathahalli,Pizza,900,Weekday,Evening,Peak time,47,9,30,26,2,10,80.77%,350.00%,200.00%,Delayed,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD1399,Marathahalli,Pasta,750,Weekday,Evening,Peak time,35,2,43,29,2,10,20.69%,0.00%,330.00%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD1059,Koramangala,Aloo Paratha,330,Weekend,Morning,Peak time,39,2,28,10,2,10,290.00%,0.00%,180.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1475,Marathahalli,Idli,130,Weekend,Morning,Non-Peak Time,56,2,26,15,2,10,273.33%,0.00%,160.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0801,Whitefield,Butter Chicken,945,Weekday,Noon,Non-Peak Time,51,1,12,15,2,15,240.00%,-50.00%,-20.00%,Immediate Attention,Way Before Time,Way Before Time,Risk,Preparation time,,
OD0190,Indiranagar,Masala Dosa,120,Weekend,Morning,Peak time,96,2,15,12,2,15,700.00%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD0936,MG Road,Chicken Tikka,355,Weekday,Night,Non-Peak Time,52,4,11,10,2,20,420.00%,100.00%,-45.00%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
OD0039,Koramangala,Paneer Paratha,160,Weekend,Morning,Non-Peak Time,46,2,11,18,2,10,155.56%,0.00%,10.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0454,Marathahalli,Fried Rice,500,Weekday,Noon,Non-Peak Time,53,2,22,20,2,10,165.00%,0.00%,120.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0455,Jayanagar,Fish Curry,190,Weekday,Night,Peak time,29,2,41,15,2,12,93.33%,0.00%,241.67%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0191,HSR Layout,Noodles,1000,Weekend,Evening,Non-Peak Time,26,2,14,10,2,20,160.00%,0.00%,-30.00%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0381,Marathahalli,Chicken Biryani,700,Weekday,Night,Peak time,12,2,54,30,2,10,-60.00%,0.00%,440.00%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD0529,Indiranagar,Burger,210,Weekend,Night,Non-Peak Time,30,2,14,16,2,15,87.50%,0.00%,-6.67%,Delayed,On Time,Before Time,Preparation time,Preparation time,,
OD0870,Brigade Road,Samosa,40,Weekday,Evening,Non-Peak Time,30,6,12,10,2,22,200.00%,200.00%,-45.45%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD0871,Whitefield,Chole Bhature,400,Weekday,Evening,Non-Peak Time,44,2,12,22,2,15,100.00%,0.00%,-20.00%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0320,Indiranagar,Butter Chicken,945,Weekday,Noon,Non-Peak Time,41,3,13,15,2,15,173.33%,50.00%,-13.33%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
OD0456,Marathahalli,Noodles,250,Weekday,Night,Peak time,35,2,34,10,2,10,250.00%,0.00%,240.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0457,Koramangala,Fish Curry,190,Weekday,Night,Non-Peak Time,19,2,14,15,2,10,26.67%,0.00%,40.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD1925,Whitefield,Pav Bhaji,300,Weekend,Evening,Peak time,53,7,43,20,2,15,165.00%,250.00%,186.67%,Immediate Attention,Immediate Attention,Immediate Attention,Risk,"Preparation time,Assign Time,Delivery Time",,
OD0265,Marathahalli,Noodles,250,Weekday,Night,Non-Peak Time,48,2,15,10,2,10,380.00%,0.00%,50.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1402,Koramangala,Chicken Tikka,355,Weekday,Evening,Non-Peak Time,22,2,13,10,2,10,120.00%,0.00%,30.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0802,MG Road,Samosa,100,Weekend,Evening,Peak time,14,18,40,10,2,20,40.00%,800.00%,100.00%,Delayed,Immediate Attention,Delayed,Risk,Assign Time,,
OD0266,Whitefield,Butter Chicken,945,Weekday,Evening,Non-Peak Time,55,2,13,15,2,15,266.67%,0.00%,-13.33%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD1856,Malleswaram,Aloo Paratha,110,Weekday,Morning,Peak time,22,2,28,10,2,10,120.00%,0.00%,180.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1657,Whitefield,Burger,210,Weekday,Night,Peak time,54,2,12,16,2,15,237.50%,0.00%,-20.00%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0383,BTM Layout,Idli,325,Weekday,Morning,Peak time,13,18,44,15,2,15,-13.33%,800.00%,193.33%,Way Before Time,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD0267,Marathahalli,Puri Bhaji,750,Weekday,Morning,Peak time,43,2,28,15,2,10,186.67%,0.00%,180.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0664,Koramangala,Chole Bhature,400,Weekend,Morning,Peak time,23,2,72,22,2,10,4.55%,0.00%,620.00%,On Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD0737,Marathahalli,Mutton Biryani,780,Weekday,Night,Peak time,39,15,22,35,2,10,11.43%,650.00%,120.00%,Slight Delay,Immediate Attention,Delayed,Risk,Assign Time,,
OD1992,Whitefield,Paneer Paratha,480,Weekend,Morning,Peak time,21,3,36,18,2,15,16.67%,50.00%,140.00%,Slight Delay,Delayed,Delayed,"Assign Time,Delivery Time",Delivery Time,,
OD1403,Indiranagar,Poha,75,Weekday,Morning,Peak time,72,2,20,15,2,15,380.00%,0.00%,33.33%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1060,Whitefield,Chicken Tikka,355,Weekend,Evening,Peak time,24,2,49,10,2,15,140.00%,0.00%,226.67%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1736,MG Road,Noodles,250,Weekday,Night,Peak time,51,10,36,10,2,20,410.00%,400.00%,80.00%,Immediate Attention,Immediate Attention,Delayed,Risk,"Preparation time,Assign Time",,
OD0040,Marathahalli,Sushi,350,Weekend,Noon,Non-Peak Time,58,2,16,26,2,10,123.08%,0.00%,60.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1598,Jayanagar,Fried Rice,500,Weekend,Evening,Non-Peak Time,12,2,32,20,2,12,-40.00%,0.00%,166.67%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1123,Marathahalli,Ghee Upma,198,Weekend,Morning,Non-Peak Time,52,1,12,18,2,10,188.89%,-50.00%,20.00%,Immediate Attention,Way Before Time,Slight Delay,Risk,Preparation time,,
OD0738,Brigade Road,Aloo Paratha,220,Weekday,Morning,Non-Peak Time,29,2,14,10,2,22,190.00%,0.00%,-36.36%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0110,Jayanagar,Paneer Tikka,180,Weekend,Night,Peak time,19,2,44,21,2,12,-9.52%,0.00%,266.67%,Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1404,Indiranagar,Fish Curry,190,Weekday,Noon,Non-Peak Time,23,2,13,15,2,15,53.33%,0.00%,-13.33%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0458,Whitefield,Hakka Noodles,260,Weekday,Noon,Non-Peak Time,29,2,11,16,2,15,81.25%,0.00%,-26.67%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD1600,Marathahalli,Samosa,100,Weekend,Evening,Peak time,50,1,56,10,2,10,400.00%,-50.00%,460.00%,Immediate Attention,Way Before Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1737,Marathahalli,Masala Dosa,120,Weekday,Night,Peak time,13,2,56,12,2,10,8.33%,0.00%,460.00%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD0192,BTM Layout,Idli,130,Weekend,Morning,Peak time,33,2,19,15,2,15,120.00%,0.00%,26.67%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0460,Jayanagar,Fish Curry,190,Weekday,Night,Peak time,54,9,37,15,2,12,260.00%,350.00%,208.33%,Immediate Attention,Immediate Attention,Immediate Attention,Risk,"Preparation time,Assign Time,Delivery Time",,
OD1250,Malleswaram,Masala Dosa,120,Weekday,Noon,Non-Peak Time,15,5,18,12,2,10,25.00%,150.00%,80.00%,Slight Delay,Immediate Attention,Delayed,Risk,Assign Time,,
OD0600,Jayanagar,Idli,130,Weekend,Morning,Non-Peak Time,32,1,14,15,2,12,113.33%,-50.00%,16.67%,Delayed,Way Before Time,Slight Delay,Preparation time,Preparation time,,
OD0269,Marathahalli,Fish Curry,190,Weekday,Evening,Peak time,58,2,27,15,2,10,286.67%,0.00%,170.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1405,Jayanagar,Samosa,100,Weekday,Evening,Non-Peak Time,38,2,11,10,2,12,280.00%,0.00%,-8.33%,Immediate Attention,On Time,Before Time,Risk,Preparation time,,
OD1994,Indiranagar,Paneer Tikka,180,Weekend,Evening,Peak time,46,2,29,21,2,15,119.05%,0.00%,93.33%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0874,Marathahalli,Pav Bhaji,300,Weekday,Evening,Peak time,32,2,21,20,2,10,60.00%,0.00%,110.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD1251,Indiranagar,Pizza,1350,Weekday,Evening,Peak time,25,2,43,26,2,15,-3.85%,0.00%,186.67%,Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD0193,Marathahalli,Ghee Upma,99,Weekend,Morning,Peak time,34,8,29,18,2,10,88.89%,300.00%,190.00%,Delayed,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD0938,Marathahalli,Butter Chicken,945,Weekday,Evening,Non-Peak Time,27,3,21,15,2,10,80.00%,50.00%,110.00%,Delayed,Delayed,Delayed,"Preparation time,Assign Time,Delivery Time",Delivery Time,,
OD1407,Whitefield,Pasta,500,Weekday,Night,Peak time,60,2,10,29,2,15,106.90%,0.00%,-33.33%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0997,Whitefield,Burger,210,Weekend,Evening,Non-Peak Time,39,3,20,16,2,15,143.75%,50.00%,33.33%,Delayed,Delayed,Slight Delay,"Preparation time,Assign Time",Preparation time,,
OD0113,BTM Layout,Poha,225,Weekend,Morning,Peak time,28,2,73,15,2,15,86.67%,0.00%,386.67%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1926,Whitefield,Masala Dosa,120,Weekend,Morning,Peak time,35,2,15,12,2,15,191.67%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD0530,BTM Layout,Pav Bhaji,300,Weekend,Night,Non-Peak Time,34,6,14,20,2,15,70.00%,200.00%,-6.67%,Delayed,Immediate Attention,Before Time,Risk,Assign Time,,
OD1859,Malleswaram,Butter Naan,160,Weekday,Evening,Peak time,46,14,12,10,2,10,360.00%,600.00%,20.00%,Immediate Attention,Immediate Attention,Slight Delay,Risk,"Preparation time,Assign Time",,
OD1740,MG Road,Aloo Paratha,440,Weekday,Morning,Peak time,41,13,14,10,2,20,310.00%,550.00%,-30.00%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD1602,Marathahalli,Pav Bhaji,300,Weekend,Night,Peak time,51,2,19,20,2,10,155.00%,0.00%,90.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0115,Whitefield,Puri Bhaji,300,Weekend,Morning,Peak time,85,2,19,15,2,15,466.67%,0.00%,26.67%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1479,Jayanagar,Pasta,500,Weekend,Noon,Non-Peak Time,54,2,17,29,2,12,86.21%,0.00%,41.67%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1480,Marathahalli,Chole Bhature,600,Weekend,Morning,Non-Peak Time,57,2,28,22,2,10,159.09%,0.00%,180.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0603,BTM Layout,Chicken Biryani,700,Weekend,Night,Non-Peak Time,41,3,13,30,2,15,36.67%,50.00%,-13.33%,Slight Delay,Delayed,Way Before Time,Assign Time,Assign Time,,
OD1741,Malleswaram,Butter Naan,160,Weekday,Night,Non-Peak Time,36,2,10,10,2,10,260.00%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD0384,Koramangala,Chicken Biryani,700,Weekday,Noon,Non-Peak Time,42,2,13,30,2,10,40.00%,0.00%,30.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1481,Koramangala,Chicken Tikka,355,Weekend,Night,Peak time,43,2,25,10,2,10,330.00%,0.00%,150.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1995,Koramangala,Chicken Tikka,355,Weekend,Night,Peak time,14,18,13,10,2,10,40.00%,800.00%,30.00%,Delayed,Immediate Attention,Slight Delay,Risk,Assign Time,,
OD0116,Whitefield,Idli,195,Weekend,Morning,Non-Peak Time,55,2,12,15,2,15,266.67%,0.00%,-20.00%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD1125,Koramangala,Hakka Noodles,260,Weekend,Evening,Non-Peak Time,24,1,13,16,2,10,50.00%,-50.00%,30.00%,Delayed,Way Before Time,Slight Delay,Preparation time,Preparation time,,
OD0999,BTM Layout,Hakka Noodles,260,Weekend,Noon,Non-Peak Time,27,2,12,16,2,15,68.75%,0.00%,-20.00%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0464,Indiranagar,Aloo Paratha,220,Weekday,Morning,Non-Peak Time,54,6,12,10,2,15,440.00%,200.00%,-20.00%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD1324,Whitefield,Idli,130,Weekday,Morning,Peak time,47,5,60,15,2,15,213.33%,150.00%,300.00%,Immediate Attention,Immediate Attention,Immediate Attention,Risk,"Preparation time,Assign Time,Delivery Time",,
OD0806,Marathahalli,Chicken Tikka,355,Weekday,Noon,Non-Peak Time,35,2,12,10,2,10,250.00%,0.00%,20.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0385,Koramangala,Hakka Noodles,260,Weekday,Noon,Non-Peak Time,24,3,13,16,2,10,50.00%,50.00%,30.00%,Delayed,Delayed,Slight Delay,"Preparation time,Assign Time","Preparation time,Assign Time",,
OD1996,Indiranagar,Burger,420,Weekend,Evening,Peak time,56,2,45,16,2,15,250.00%,0.00%,200.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0740,Whitefield,Samosa,100,Weekday,Night,Non-Peak Time,55,2,14,10,2,15,450.00%,0.00%,-6.67%,Immediate Attention,On Time,Before Time,Risk,Preparation time,,
OD0807,Marathahalli,Pasta,500,Weekday,Noon,Non-Peak Time,57,1,25,29,2,10,96.55%,-50.00%,150.00%,Delayed,Way Before Time,Immediate Attention,Risk,Delivery Time,,
OD1126,Whitefield,Burger,210,Weekend,Night,Non-Peak Time,24,7,15,16,2,15,50.00%,250.00%,0.00%,Delayed,Immediate Attention,On Time,Risk,Assign Time,,
OD1252,Koramangala,Puri Bhaji,600,Weekday,Morning,Peak time,15,2,73,15,2,10,0.00%,0.00%,630.00%,On Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1537,Marathahalli,Paneer Tikka,180,Weekend,Evening,Peak time,43,2,33,21,2,10,104.76%,0.00%,230.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0465,Jayanagar,Masala Dosa,120,Weekday,Evening,Non-Peak Time,14,2,18,12,2,12,16.67%,0.00%,50.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD1997,Brigade Road,Samosa,100,Weekend,Evening,Peak time,24,8,28,10,2,22,140.00%,300.00%,27.27%,Delayed,Immediate Attention,Slight Delay,Risk,Assign Time,,
OD1000,Whitefield,Hakka Noodles,260,Weekend,Night,Peak time,46,2,16,16,2,15,187.50%,0.00%,6.67%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1253,MG Road,Pizza,900,Weekday,Evening,Peak time,49,13,11,26,2,20,88.46%,550.00%,-45.00%,Delayed,Immediate Attention,Way Before Time,Risk,Assign Time,,
OD0605,Indiranagar,Butter Chicken,945,Weekend,Night,Peak time,15,2,37,15,2,15,0.00%,0.00%,146.67%,On Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD1661,Koramangala,Masala Dosa,120,Weekday,Night,Non-Peak Time,16,2,13,12,2,10,33.33%,0.00%,30.00%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Preparation time,,
OD0741,Malleswaram,Ghee Upma,99,Weekday,Morning,Peak time,48,2,10,18,2,10,166.67%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD0940,Jayanagar,Noodles,250,Weekday,Evening,Non-Peak Time,18,2,16,10,2,12,80.00%,0.00%,33.33%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0386,Koramangala,Fish Curry,190,Weekday,Night,Non-Peak Time,24,2,15,15,2,10,60.00%,0.00%,50.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0117,BTM Layout,Samosa,60,Weekend,Evening,Non-Peak Time,32,1,15,10,2,15,220.00%,-50.00%,0.00%,Immediate Attention,Way Before Time,On Time,Risk,Preparation time,,
